top50_artist,set_title,set_url,csv_url,local_csv_path,row_count,status,notes
Richard Akingbehin,pi pi pi with deep creep b2b Richard Akingbehin @TheLotRadio 09-17-2025,https://trackid.net/audiostreams?keywords=Richard%20Akingbehin,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,028 – BASHKKA - fabric podcast,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,BASHKKA @ The Lot Radio 05-22-2025,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,BASHKKA @TheLotRadio 05-22-2025,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,BASHKKA | Boiler Room: Amsterdam,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Bashkka | Boiler Room: Amsterdam,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Bashkka... Is Burning #76,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Bassiani invites BASHKKA / Podcast #242,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Blitzcast 014 : Bashkka,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Crack Mix 574: BASHKKA,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Daisychain 231 - BASHKKA,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Dekmantel Mix 508 - BASHKKA,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Dekmantel Ten - BASHKKA | Radar - Aug 4 / 2024,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Fever AM with Mor Elian & Bashkka - 24 June 2023,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,MARICAS - BASHKKA  | HÖR - Feb 25 / 2023,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Moxie w/ BASHKKA 220323,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Multisexual Mix #13 BASHKKA,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,RA Live: BASHKKA @ AVA festival 2025,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Radio 80000 x Blitz Take Over — Bashkka [20.03.21],https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,Sally C on Refuge Worldwide Radio w/ BASHKKA 24.08.22,https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
BASHKKA,"| BRIGHTER DAYZ | Live from Radio 80000 Munich, Germany 17/11/2020",https://trackid.net/audiostreams?keywords=BASHKKA,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,"#527: Palms Trax, Gerd Janson, Kylie, Edd, Mahkina, Ken@work",https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,07/10/2016 Friday Club Night Gerd Janson De Club,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,608- Thomas Hammann & Gerd Janson - Live At Robert Johnson Vol. 4 (2010),https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Answer Code Request X Gerd Janson (live) - Ostgut Ton aus der Halle am Berghain - ARTE Concert,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,CB 056 - Gerd Janson,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,DJ Norma B2B Greta Spark // Gerd Janson B2B Krystal Klear Live At Cocoon Ibiza 24.9.2025,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Dekmantel Podcast 062 - Gerd Janson X Krystal Klear,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,"EDM Livesets, Dj Mixes & Radio Shows - Gerd Janson - Time Warp Germany 2023",https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,"Gerd Janson - Automat Radio Block Party opening Design Week 2018 at BASE, Milan",https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,"Gerd Janson - Live @ Nachtdigital 2013, Part 1",https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Gerd Janson - United We Stream 2.0 - 01 - 12 - 2020,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Gerd Janson - YouFM Clubnight (14-12-2013),https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Gerd Janson B2B Optimo - RBMA & As You Like It (Full Recording),https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Gerd Janson Boiler Room x Sugar Mountain 2018 DJ Set,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Gerd Janson x Prins Thomas - Live At Dekmantel Festival 2014 (Selectors Stage),https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Jennifer Cardini B2B Gerd Janson @ Paris X Berlin (Les 10 ans d'Arte Concert),https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Krystal Klear b2b Gerd Janson Live from Zutekh at Soup Kitchen - 27th June 2017,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,Pitch Perfect – EP003 / Gerd Janson at Pitch Music & Arts 2017,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,"Puls Kluba #013 - Gerd Janson (Live @ Peti Kupe, Zagreb)",https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Gerd Janson,The Burrell Brothers Nu Groove mix by Gerd Janson,https://trackid.net/audiostreams?keywords=Gerd%20Janson,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Amy Dabbs presents Mike Starr - 23 October 2023,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Cinthie // Ash Lauryn // Mike Starr - TXL Berlin Recordings Chapter 9 - ARTE Concert,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,DTMF! @ The Bath House - Mike Starr (23.11.24),https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Gegen Podcast Series >< #05 Mike Starr,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Isaac Carter presents Ochi with Mike Starr - 19 February 2024,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Kat Nip Presents Mike Starr w/ Kedi Bounce at Paloma 2024-12-06,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr - EROTIKA! Live from The Cause London (A Very Very Good Friday Easter 2025),https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr - Good2U Festival DJ Set @ The Hideout August 2023,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr - Smoke #7,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,"Mike Starr @ Body Language, 17.05.25",https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr @ De School Amsterdam 25.11.22 (Het Archief),https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr DJ Set Gegen Berlin May 2019,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr NYD'24 Gegen X Pornceptual X RSO 01.01.2024 BERLIN,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Mike Starr | HÖR - May 17 / 2023,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Radio Buttons #37 - Mike Starr,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,Situationship w/ Jenny Cara and Mike Starr 091025,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Mike Starr,This Is Your Time! Vol.43 - Marcel Vogel With Mike Starr,https://trackid.net/audiostreams?keywords=Mike%20Starr,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Bassiani invites Ogazón / Podcast #241,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,MARICAS - Ogazón 038,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Marcel Dettmann b2b Ogazón - BFC ADE 2024: RADION Saturday,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,"OGAZON, BRUNO SCHMIDT, ALTIN BOSHNJAKU @ RAVE presents VBX PRISHTINA MUSIC CONFERENCE KOSOVO 2024",https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazon part 2,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón & Christian AB | Banana Box Ep.4,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón & Ryan Elliott at Dekmantel Ten,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón - Stone Techno 2025 - ARTE Concert,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,"Ogazón @ Smalltown Beat, South Africa 2022",https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón @ The Lot Radio 03-16-2026,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón @TheLotRadio 03-16-2026,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Ogazón live at Dance Arena | EXIT 2025,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,RA Live: Ogazón @ Pitch Music & Arts 2025,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Reclaim Your City 623 | Ogazón,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Recognise 096: Ogazón,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Recorded at Hougthon - Ogazón ( 2025),https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,SPND20 Mixtape by Ogazón,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,Stone Techno Festival 2025 - Ogazón - Arte Concert,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Ogazón,ogazon part 1,https://trackid.net/audiostreams?keywords=Ogaz%C3%B3n,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,BBC ESSENTIAL MIX PARAMIDA,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Club Room 357 with Paramida,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Home Again - Paramida / June 10 / 4pm-5pm,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Live from the Adriatic 2025: PARAMIDA,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Love On The Rocks - Paramida | HÖR - Sep 19 / 2022,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA - Awakenings Upclose 2024,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA - Downtempo Balearic Special | RA Greenhouse Sessions,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA - Essential Mix 2024-03-09,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA - Exclusive Set for OCHO by Gray Area [3/25],https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA @ The Lot Radio 11-15-2024,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA @TheLotRadio 11-15-2024,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA in The Lab LDN,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA | The MUDD Show,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,PARAMIDA | themuddshow,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,"Paramida X Massimiliano Pagliara - Ostgut Ton, Halle am Berghain (live) - @arteconcert",https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Paramida bei Chat with a DJ - ARTE Concert,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,"The Sound Of: Love On The Rocks, mixed by Paramida",https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,Trommel.232 - PARAMIDA [powered by AlphaTheta],https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Paramida,VF Live: Paramida,https://trackid.net/audiostreams?keywords=Paramida,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,"#556: Cinthie, Jex Opolis, Medlar, Demi Riquísimo, Glenn Underground",https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,BP086 // Cinthie,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - 22 November 2025,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - 26 July 2025,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - 28 February 2026,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - 28 June 2025,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - 29 August 2025,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie - Stone Techno 2025 - ARTE Concert,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie b2b Meat | ADE 2025 | RAW CUTS x Heist Records,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie | RAW CUTS,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie: ADE Special - 25 October 2025,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Cinthie: Summer Hot Tunes - 25 April 2026,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Drift Podcast 072 | Cinthie,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,RRFM • ADE Cinthie • 21-10-2022,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Rinse FM Show Sat 26th of July ( no talking ),https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Rinse Show April 26,https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
Cinthie,Trommel.231 - Cinthie [powered by AlphaTheta],https://trackid.net/audiostreams?keywords=Cinthie,,,,no_csv_found,TrackID search result row; no set detail URL stored in archive row.
